Site_ID,Machines_Per_Room,Current_Technology_Type,Revenue_Per_Machine_Last_12_Months,Digital_Payment_Percentage,Parent_Tier,Child_Tier,Setup_Configuration,Materials_Required,Rollout_Cost
Site_406,36,Type_B,7286.2402,23.89622097,Small Business,Bronze,Compact,9,1429.894332
Site_407,34,Type_C,19887.25253,4.922729227,Enterprise,Gold,Standard,2,4433.491031
Site_408,39,Type_A,18905.01452,29.74594985,Mid-Market,Bronze,Standard,2,637.0601363
Site_409,44,Type_C,13099.35695,70.19477914,Enterprise,Gold,Premium,6,908.9444227
Site_410,20,Type_B,17630.49942,89.46350777,Small Business,Gold,Premium,2,4346.037686
Site_411,17,Type_B,12814.36966,21.81761367,Small Business,Bronze,Compact,4,3337.502139
Site_412,46,Type_D,14353.78532,35.58507785,Small Business,Bronze,Standard,6,3862.562621
Site_413,34,Type_A,6336.866482,95.18139876,Enterprise,Silver,Premium,5,1442.379519
Site_414,23,Type_B,16329.05631,63.99495341,Small Business,Bronze,Premium,1,2916.87555
Site_415,21,Type_D,6915.702255,4.320018452,Small Business,Silver,Premium,6,3817.486506
Site_416,23,Type_A,17391.01445,49.95988543,Enterprise,Bronze,Compact,1,3322.913617
Site_417,32,Type_B,16730.42132,56.7270864,Mid-Market,Gold,Standard,3,2622.644451
Site_418,30,Type_B,15631.17047,54.23003948,Mid-Market,Bronze,Premium,5,4819.027039
Site_419,41,Type_A,5542.405708,79.1117276,Small Business,Gold,Standard,5,3542.708001
Site_420,30,Type_A,9546.925339,63.12928291,Enterprise,Gold,Premium,6,4584.878601
Site_421,27,Type_A,8946.688549,63.0186744,Small Business,Gold,Premium,8,3783.967302
Site_422,13,Type_B,10402.04611,94.76449798,Enterprise,Silver,Standard,5,3809.585879
Site_423,16,Type_B,6314.641201,23.24323715,Enterprise,Bronze,Standard,1,860.0822139
Site_424,5,Type_D,19054.36735,58.34955681,Mid-Market,Gold,Standard,5,2117.590798
Site_425,5,Type_C,13307.03361,17.78201132,Mid-Market,Gold,Compact,3,4362.66233
Site_426,38,Type_A,9582.86466,14.96519989,Enterprise,Silver,Premium,4,1546.71738
Site_427,36,Type_B,10954.72276,78.80059453,Small Business,Bronze,Compact,8,1019.776398
Site_428,29,Type_B,11708.03811,34.26465178,Mid-Market,Bronze,Standard,7,1967.477255
Site_429,44,Type_A,14008.915,52.77181958,Small Business,Silver,Premium,5,1491.970482
Site_430,49,Type_C,12735.19142,11.98432621,Mid-Market,Silver,Compact,2,4663.796877
Site_431,5,Type_A,18790.8796,78.42593208,Mid-Market,Bronze,Premium,6,4405.849889
Site_432,20,Type_C,12454.45224,32.21867997,Small Business,Silver,Compact,6,2748.574536
Site_433,43,Type_B,19882.37022,39.22478777,Mid-Market,Bronze,Standard,6,776.0474352
Site_434,9,Type_C,17771.37437,70.46985224,Mid-Market,Bronze,Compact,9,3715.530557
Site_435,26,Type_D,8127.657715,86.33990963,Small Business,Gold,Premium,8,3305.352791
Site_436,33,Type_B,18958.92822,34.83602395,Mid-Market,Gold,Premium,8,4867.496018
Site_437,7,Type_D,6745.495968,26.14025419,Mid-Market,Bronze,Premium,1,3015.289581
Site_438,16,Type_A,17261.74563,68.43726562,Mid-Market,Bronze,Premium,5,2013.771755
Site_439,30,Type_A,10709.3494,35.5167396,Small Business,Bronze,Standard,7,2835.597621
Site_440,20,Type_A,18169.61481,60.48690924,Enterprise,Bronze,Compact,6,4906.684811
Site_441,41,Type_C,18020.85035,28.67931167,Small Business,Bronze,Standard,5,3633.630946
Site_442,26,Type_B,17088.881,80.07847251,Enterprise,Bronze,Standard,8,3523.892621
Site_443,33,Type_A,16850.45654,10.97849974,Mid-Market,Silver,Standard,3,1583.067154
Site_444,18,Type_A,9570.187086,71.25904035,Enterprise,Bronze,Premium,6,3846.211329
Site_445,32,Type_B,6213.789246,63.22140122,Small Business,Silver,Premium,5,3876.223233
Site_446,9,Type_A,11044.70268,94.19080479,Small Business,Silver,Premium,8,1927.800427
Site_447,34,Type_D,7602.867725,88.84877877,Mid-Market,Bronze,Compact,4,2676.712246
Site_448,9,Type_B,15424.26633,48.41380973,Enterprise,Bronze,Premium,8,1825.714998
Site_449,16,Type_B,10191.4959,73.24073233,Mid-Market,Silver,Compact,2,1664.172816
Site_450,20,Type_B,19634.15301,16.45197743,Mid-Market,Silver,Premium,9,616.5323161
Site_451,30,Type_D,14614.58116,98.53066113,Small Business,Bronze,Premium,9,1783.452851
Site_452,30,Type_B,17337.20845,62.09059513,Enterprise,Bronze,Standard,6,2992.864774
Site_453,25,Type_D,6987.870091,66.26544532,Enterprise,Silver,Standard,4,507.205344
Site_454,43,Type_B,17930.21723,98.06723691,Enterprise,Silver,Standard,4,1774.485877
Site_455,40,Type_C,18841.35786,87.5631601,Enterprise,Silver,Compact,6,4466.346495
Site_456,37,Type_A,12305.92878,58.63573251,Mid-Market,Gold,Compact,5,3171.418633
Site_457,34,Type_C,14093.79407,50.71354156,Mid-Market,Silver,Premium,6,3235.382708
Site_458,41,Type_A,16472.14701,59.57102527,Small Business,Gold,Compact,7,2315.139373
Site_459,27,Type_D,7622.579409,46.90623216,Mid-Market,Bronze,Premium,7,3544.124646
Site_460,14,Type_C,12538.49115,40.48683251,Mid-Market,Bronze,Compact,9,1354.697448
Site_461,9,Type_B,10979.94542,99.00761789,Small Business,Silver,Compact,8,4184.360647
Site_462,40,Type_A,7195.609882,53.59048405,Small Business,Bronze,Compact,6,1025.10104
Site_463,38,Type_A,10513.01633,3.650075911,Small Business,Bronze,Standard,6,3452.006096
Site_464,35,Type_C,6022.584641,48.09677199,Mid-Market,Bronze,Compact,5,2035.171966
Site_465,14,Type_D,5387.178604,32.24577325,Mid-Market,Bronze,Standard,1,3863.808368
Site_466,23,Type_C,7027.494337,68.81361421,Small Business,Gold,Standard,9,2973.940481
Site_467,36,Type_D,19446.72667,22.60086218,Small Business,Gold,Compact,9,2535.588673
Site_468,5,Type_D,13242.94304,22.70785181,Small Business,Silver,Premium,9,1262.400809
Site_469,9,Type_A,19487.33242,47.87039523,Mid-Market,Silver,Premium,8,3365.696589
Site_470,49,Type_C,11487.46817,2.398617672,Mid-Market,Silver,Premium,3,4886.464295
Site_471,8,Type_C,9677.241996,87.44497852,Enterprise,Bronze,Compact,1,4215.215412
Site_472,20,Type_D,12592.12794,98.30523351,Mid-Market,Bronze,Premium,8,770.0368667
Site_473,28,Type_C,11592.67533,22.98417882,Mid-Market,Gold,Standard,7,2193.032203
Site_474,20,Type_B,6584.970264,19.28444626,Mid-Market,Gold,Premium,5,4665.123541
Site_475,6,Type_B,14612.39472,87.97927709,Small Business,Silver,Compact,7,2763.696864
Site_476,32,Type_C,8240.572738,73.4417167,Mid-Market,Gold,Premium,4,3479.503216
Site_477,36,Type_C,14293.81932,98.24476366,Small Business,Gold,Standard,9,4606.697055
Site_478,31,Type_D,14753.01639,70.66913892,Enterprise,Gold,Compact,2,4432.076107
Site_479,24,Type_B,7280.372797,22.68581261,Enterprise,Gold,Premium,9,2758.19169
Site_480,28,Type_B,5920.244407,48.20394723,Small Business,Gold,Compact,9,2469.408362
Site_481,16,Type_A,16711.42379,65.19044068,Small Business,Silver,Compact,5,2028.616783
Site_482,39,Type_D,11897.00636,62.82607051,Small Business,Silver,Compact,1,3735.587494
Site_483,37,Type_A,5872.456933,99.86463743,Mid-Market,Gold,Premium,7,1791.440598
Site_484,37,Type_B,19922.99476,70.01994724,Enterprise,Silver,Compact,4,1624.494229
Site_485,47,Type_D,5866.708415,35.35412584,Small Business,Bronze,Premium,9,2103.124526
Site_486,41,Type_C,15425.52843,2.580555618,Mid-Market,Gold,Standard,6,1297.467756
Site_487,16,Type_D,19755.18388,15.2939173,Enterprise,Bronze,Premium,3,3628.039172
Site_488,7,Type_C,8587.701563,97.64050354,Mid-Market,Silver,Standard,6,3273.082922
Site_489,5,Type_C,7133.74053,10.14393953,Enterprise,Silver,Premium,6,2672.953404
Site_490,37,Type_D,6820.774091,21.68015867,Mid-Market,Bronze,Compact,5,2256.466007
Site_491,44,Type_C,9549.127214,21.96238764,Enterprise,Silver,Premium,2,4590.781443
Site_492,14,Type_A,6515.687165,54.2004241,Enterprise,Gold,Compact,2,631.0570325
Site_493,47,Type_B,15382.42013,60.1994707,Mid-Market,Bronze,Standard,7,3960.984846
Site_494,48,Type_C,5934.376972,69.70842712,Small Business,Gold,Premium,2,4558.593073
Site_495,33,Type_A,12641.33192,93.4305141,Enterprise,Bronze,Compact,6,2508.595607
Site_496,17,Type_C,19950.45281,77.17646365,Small Business,Silver,Standard,5,2978.107212
Site_497,16,Type_B,17209.55404,75.3396365,Mid-Market,Bronze,Standard,4,4750.086595
Site_498,35,Type_A,14228.29157,51.59229303,Small Business,Bronze,Premium,7,1455.248819
Site_499,6,Type_B,9593.804312,25.25555934,Small Business,Gold,Standard,8,2840.606815
Site_500,39,Type_B,14358.43754,52.61901716,Small Business,Silver,Compact,4,2636.245072
Site_501,27,Type_A,12905.62196,94.21555506,Small Business,Gold,Standard,1,1662.766915
Site_502,21,Type_A,11391.25076,4.221019901,Small Business,Silver,Standard,1,4183.669537
Site_503,30,Type_A,6960.655651,5.727568091,Enterprise,Gold,Compact,1,4548.202676
Site_504,12,Type_D,18299.06323,21.48104569,Enterprise,Bronze,Standard,1,4018.696609
Site_505,33,Type_A,11746.76973,0.867209844,Enterprise,Gold,Standard,5,1379.115324
Site_506,30,Type_A,7919.337677,45.55176672,Mid-Market,Silver,Standard,4,890.3688598
Site_507,14,Type_A,10516.39026,3.723164975,Small Business,Silver,Standard,9,3224.500184
Site_508,30,Type_A,11211.94629,92.43949594,Enterprise,Bronze,Compact,3,756.9264223
Site_509,38,Type_C,17413.06843,63.43192517,Mid-Market,Silver,Standard,7,3527.716499
Site_510,45,Type_D,16004.21571,77.4618732,Enterprise,Gold,Compact,8,2886.908991
Site_511,11,Type_B,16539.5734,80.41669159,Enterprise,Bronze,Standard,6,3482.535797
Site_512,8,Type_A,5165.468966,85.91970511,Small Business,Silver,Standard,1,3155.768481
Site_513,49,Type_C,11242.30997,37.75863584,Mid-Market,Silver,Standard,8,2402.161563
Site_514,15,Type_C,12220.16227,21.86781443,Small Business,Gold,Standard,3,1403.947311
Site_515,33,Type_C,5287.884152,42.17016006,Small Business,Gold,Compact,8,1875.659611
Site_516,40,Type_B,8897.198131,85.30372904,Enterprise,Bronze,Compact,4,2860.252584
Site_517,29,Type_A,16404.34735,18.88762301,Small Business,Silver,Compact,8,3433.406421
Site_518,25,Type_D,7056.645586,36.40452928,Mid-Market,Gold,Premium,1,4007.673576
Site_519,40,Type_D,13029.65197,61.18342939,Small Business,Bronze,Standard,3,3952.268233
Site_520,14,Type_C,8228.02808,32.58697045,Small Business,Silver,Standard,6,4877.099345
Site_521,41,Type_B,5181.81162,74.00950208,Small Business,Silver,Compact,9,1786.286519
Site_522,13,Type_B,8618.021864,65.48077915,Enterprise,Bronze,Premium,2,819.998187
Site_523,28,Type_B,19638.10632,8.251415687,Mid-Market,Bronze,Standard,1,2055.45621
Site_524,39,Type_D,17023.05668,70.94954943,Enterprise,Gold,Compact,3,3844.825139
Site_525,39,Type_C,19393.64966,53.00117318,Enterprise,Silver,Standard,4,2471.50243
Site_526,40,Type_A,12317.81066,10.98588626,Enterprise,Silver,Standard,5,4180.047938
Site_527,22,Type_D,6646.04298,29.22786497,Enterprise,Silver,Compact,3,2971.968643
Site_528,43,Type_C,13219.39233,93.77967738,Enterprise,Bronze,Compact,2,4684.062752
Site_529,36,Type_C,11815.66002,85.26969557,Mid-Market,Gold,Standard,2,4765.385489
Site_530,28,Type_A,17665.35624,99.21584092,Small Business,Silver,Standard,7,811.8702771
Site_531,27,Type_A,6471.238712,36.90782098,Enterprise,Bronze,Compact,9,2553.860479
Site_532,36,Type_A,12323.61706,55.23265746,Enterprise,Silver,Standard,2,3243.600776
Site_533,41,Type_B,7250.72997,86.57251491,Mid-Market,Gold,Standard,7,1651.426434
Site_534,16,Type_A,9870.138903,4.206587894,Mid-Market,Silver,Compact,7,2331.845507
Site_535,17,Type_C,16060.35616,47.03402761,Small Business,Gold,Standard,7,3549.566935
Site_536,27,Type_A,12140.27194,75.81067059,Mid-Market,Gold,Standard,3,1520.304021
Site_537,29,Type_C,10638.32428,49.93964288,Small Business,Silver,Premium,7,3208.916088
Site_538,39,Type_D,10917.14418,32.03796673,Enterprise,Silver,Compact,1,3638.515227
Site_539,45,Type_B,11891.70153,92.3760782,Enterprise,Gold,Premium,1,907.2333999
Site_540,34,Type_D,16775.24816,72.5296185,Small Business,Bronze,Premium,5,2738.881922
Site_541,21,Type_D,18381.27033,19.30345091,Mid-Market,Gold,Premium,2,1683.860135
Site_542,24,Type_C,19330.0203,54.03351296,Small Business,Silver,Standard,9,3759.738602
Site_543,29,Type_D,16803.55079,45.3422858,Mid-Market,Silver,Standard,7,1352.999788
Site_544,26,Type_C,9731.103436,56.71839978,Enterprise,Bronze,Premium,4,4515.07062
Site_545,17,Type_A,15322.02059,95.61000574,Mid-Market,Gold,Premium,4,2439.236014
Site_546,23,Type_A,11564.04686,83.42502202,Small Business,Gold,Premium,2,1391.013636
Site_547,40,Type_C,8820.059331,55.44583613,Small Business,Gold,Standard,5,2471.098084
Site_548,16,Type_A,17613.07369,79.08145346,Enterprise,Silver,Premium,4,2339.346933
Site_549,45,Type_B,5576.395234,95.00209713,Mid-Market,Gold,Premium,1,2430.135318
Site_550,23,Type_D,18526.42988,15.63503359,Mid-Market,Bronze,Compact,8,3135.025821
Site_551,16,Type_B,11922.16197,1.880747084,Mid-Market,Silver,Compact,3,2845.281762
Site_552,13,Type_D,14558.02215,20.6857126,Enterprise,Silver,Standard,6,1173.997093
Site_553,11,Type_A,14890.30883,14.62150783,Mid-Market,Gold,Compact,4,795.1058269
Site_554,32,Type_B,18426.76611,75.80228697,Small Business,Bronze,Compact,9,3782.369519
Site_555,18,Type_A,14550.04523,3.937302449,Mid-Market,Silver,Compact,7,3018.728462
Site_556,35,Type_D,14209.00377,80.30742955,Enterprise,Silver,Standard,9,2115.503456
Site_557,23,Type_C,5999.780608,4.857018964,Mid-Market,Gold,Compact,3,4137.610201
Site_558,20,Type_C,12776.12033,0.518070603,Mid-Market,Gold,Standard,1,2246.263134
Site_559,9,Type_B,7252.535012,28.82771943,Small Business,Bronze,Premium,5,4081.842903
Site_560,39,Type_A,16061.50653,1.885626821,Mid-Market,Gold,Compact,3,1875.902574
Site_561,16,Type_A,12683.32881,43.04602204,Small Business,Bronze,Standard,6,827.803839
Site_562,29,Type_B,15203.41669,74.04582168,Small Business,Silver,Compact,8,4696.878622
Site_563,25,Type_C,5625.093509,56.30041143,Enterprise,Bronze,Premium,4,2275.480082
Site_564,40,Type_D,6271.880241,40.64390646,Small Business,Bronze,Standard,5,4067.116578
Site_565,27,Type_B,15744.85082,92.6918438,Small Business,Bronze,Standard,5,1756.1486
Site_566,20,Type_D,6081.26504,37.76567354,Enterprise,Silver,Standard,4,3408.643005
Site_567,43,Type_C,6068.850916,1.882216324,Small Business,Gold,Premium,4,4429.89893
Site_568,49,Type_A,5181.627129,80.98923502,Enterprise,Silver,Premium,4,687.3981005
Site_569,46,Type_C,19347.52097,20.74048837,Mid-Market,Gold,Premium,4,4237.860941
Site_570,43,Type_B,16062.62539,9.210120622,Enterprise,Bronze,Standard,4,3070.998522
Site_571,18,Type_A,10298.77113,5.629840718,Small Business,Bronze,Premium,5,3233.622893
Site_572,35,Type_B,9448.033719,3.986439559,Enterprise,Bronze,Compact,2,2854.211004
Site_573,9,Type_B,10245.54845,47.85403613,Small Business,Bronze,Premium,2,4435.137965
Site_574,39,Type_C,16619.80297,2.269209201,Mid-Market,Bronze,Standard,9,695.4501076
Site_575,27,Type_B,14920.55917,24.26897929,Enterprise,Gold,Compact,2,1674.627762
Site_576,33,Type_C,7777.933518,83.83285638,Mid-Market,Gold,Premium,6,4440.931425
Site_577,47,Type_A,7611.64003,52.30998935,Small Business,Bronze,Compact,2,3885.555661
Site_578,15,Type_C,6475.934746,28.16688246,Small Business,Silver,Compact,5,579.4032208
Site_579,22,Type_A,14904.5408,75.26596842,Mid-Market,Silver,Standard,4,2826.528274
Site_580,16,Type_C,16465.58993,35.93848165,Enterprise,Bronze,Compact,7,2883.077063
Site_581,13,Type_D,8975.696425,33.3399521,Enterprise,Gold,Compact,7,2303.969608
Site_582,14,Type_D,5314.174415,83.73002562,Small Business,Silver,Standard,6,1838.269994
Site_583,48,Type_B,6232.575012,43.49146875,Mid-Market,Silver,Standard,5,3567.761827
Site_584,21,Type_C,19517.90052,22.8373089,Mid-Market,Silver,Standard,1,1435.057091
Site_585,42,Type_C,9431.671662,50.11043355,Enterprise,Bronze,Compact,3,4095.268529
Site_586,11,Type_A,16538.34722,98.78968832,Enterprise,Silver,Compact,9,4113.667223
Site_587,17,Type_B,14369.95353,99.09615309,Enterprise,Silver,Compact,1,2368.676469
Site_588,44,Type_C,10729.09459,64.2970656,Mid-Market,Silver,Standard,5,1775.966049
Site_589,46,Type_B,8085.308933,7.380593157,Enterprise,Silver,Premium,2,1777.451817
Site_590,13,Type_D,6820.796272,77.13232204,Enterprise,Gold,Compact,4,2670.310958
Site_591,31,Type_C,14225.19452,36.56363111,Small Business,Bronze,Premium,1,3738.106511
Site_592,6,Type_C,16619.50671,77.79241293,Enterprise,Bronze,Standard,3,2114.909109
Site_593,9,Type_B,14658.5638,67.83300103,Enterprise,Gold,Compact,7,3245.195055
Site_594,33,Type_C,12954.532,15.19579104,Mid-Market,Gold,Premium,3,2221.180073
Site_595,41,Type_B,5629.268351,27.11385577,Mid-Market,Bronze,Compact,4,1870.354351
Site_596,42,Type_C,19527.33166,90.46007227,Small Business,Silver,Compact,2,611.8678216
Site_597,23,Type_A,16980.71287,57.1297979,Enterprise,Silver,Compact,3,517.6134758
Site_598,12,Type_B,9392.330551,97.08302364,Small Business,Bronze,Premium,9,1522.43455
Site_599,49,Type_C,19699.55494,51.91098534,Mid-Market,Silver,Standard,3,2328.828291
Site_600,5,Type_D,14028.22384,33.75659883,Small Business,Gold,Compact,5,4330.675253
Site_601,26,Type_C,13736.33987,88.14973764,Mid-Market,Silver,Standard,2,4093.179093
Site_602,21,Type_D,16221.09769,71.11150611,Small Business,Silver,Standard,4,1702.243682
Site_603,11,Type_D,17176.54682,60.21633745,Small Business,Silver,Premium,7,1600.431993
Site_604,29,Type_A,14847.17911,8.046897534,Enterprise,Bronze,Premium,7,1522.94932
Site_605,49,Type_B,6921.436195,0.674498458,Small Business,Gold,Standard,3,2026.568032
Site_606,8,Type_C,10074.01259,95.5088701,Enterprise,Silver,Compact,5,2741.894238
Site_607,40,Type_A,18921.2546,23.89920765,Enterprise,Bronze,Premium,1,2474.004974
Site_608,10,Type_C,8369.234178,62.82759336,Enterprise,Silver,Compact,1,1482.229395
Site_609,35,Type_D,10582.50536,60.75418138,Enterprise,Gold,Compact,5,1087.031345
Site_610,23,Type_B,11481.15324,24.57350267,Small Business,Silver,Compact,9,556.6001562
Site_611,48,Type_C,11591.07485,8.157356785,Mid-Market,Gold,Standard,1,1192.834574
Site_612,43,Type_C,14194.09374,4.90714055,Mid-Market,Silver,Compact,1,3674.103666
Site_613,31,Type_D,19146.13757,42.2877414,Mid-Market,Gold,Standard,4,1596.373562
Site_614,14,Type_C,8610.390677,64.28788407,Small Business,Silver,Standard,4,2608.708146
Site_615,30,Type_C,6822.520645,21.24509141,Enterprise,Gold,Compact,2,3160.85517
Site_616,23,Type_D,7962.057348,74.89986167,Mid-Market,Silver,Compact,9,4490.784063
Site_617,43,Type_A,18303.8735,43.59259712,Small Business,Silver,Compact,9,4499.847943
Site_618,7,Type_D,14687.16219,64.14215385,Enterprise,Bronze,Compact,2,3855.801802
Site_619,49,Type_A,9288.601839,34.33689263,Mid-Market,Bronze,Standard,9,658.2064642
Site_620,17,Type_B,17239.20408,75.96010871,Enterprise,Gold,Compact,6,3087.816886
Site_621,32,Type_A,17920.54995,80.84070543,Mid-Market,Silver,Compact,8,4039.625619
Site_622,24,Type_A,17697.71508,8.176091332,Mid-Market,Gold,Standard,4,577.7962014
Site_623,32,Type_B,18783.898,89.81963171,Mid-Market,Bronze,Premium,2,2973.580761
Site_624,12,Type_A,8783.615303,49.40420923,Enterprise,Gold,Premium,2,4359.938656
Site_625,45,Type_D,16325.62893,77.9147217,Small Business,Gold,Standard,9,2633.459341
Site_626,43,Type_A,11908.09246,96.10700367,Enterprise,Bronze,Premium,1,518.477913
Site_627,5,Type_B,17629.97829,96.39811817,Mid-Market,Silver,Standard,7,549.5601125
Site_628,7,Type_D,15927.36016,82.47782279,Enterprise,Gold,Compact,3,2374.862168
Site_629,17,Type_B,16646.7117,13.32296455,Small Business,Bronze,Compact,3,1197.539003
Site_630,32,Type_B,14842.42757,71.7521256,Enterprise,Silver,Premium,2,3490.027957
Site_631,29,Type_C,7661.431542,4.954082942,Small Business,Bronze,Compact,6,3689.596692
Site_632,37,Type_C,13175.40378,41.8377707,Small Business,Gold,Premium,2,1300.45908
Site_633,42,Type_B,19770.04609,56.33858102,Enterprise,Silver,Premium,4,4498.399798
Site_634,10,Type_B,19060.821,41.99111653,Mid-Market,Silver,Compact,9,2488.585302
Site_635,48,Type_B,5647.606037,48.33016148,Small Business,Bronze,Compact,9,1142.806584
Site_636,49,Type_C,7472.222236,24.12237462,Enterprise,Bronze,Premium,6,3939.132191
Site_637,36,Type_C,6975.931602,71.7503934,Small Business,Bronze,Compact,4,4054.88525
Site_638,49,Type_A,15889.69865,64.69496084,Mid-Market,Silver,Standard,7,3376.829627
Site_639,25,Type_A,17266.77995,10.59056975,Enterprise,Silver,Compact,1,4340.594989
Site_640,20,Type_B,8202.670495,5.354348685,Enterprise,Gold,Compact,4,3818.178374
Site_641,25,Type_D,12587.79039,10.74417725,Enterprise,Silver,Standard,5,4469.925818
Site_642,15,Type_D,17610.54542,58.0552006,Mid-Market,Gold,Compact,8,2452.496218
Site_643,41,Type_C,15992.02317,21.9634497,Small Business,Bronze,Compact,2,3864.187076
Site_644,40,Type_C,13133.55808,52.36642667,Enterprise,Bronze,Premium,5,4998.882035
Site_645,39,Type_C,13855.21536,50.24601479,Small Business,Silver,Compact,6,3762.190389
Site_646,23,Type_B,12625.4082,79.53198909,Small Business,Bronze,Compact,5,1013.827011
Site_647,24,Type_D,9463.22677,40.88696967,Mid-Market,Bronze,Standard,9,2832.434251
Site_648,22,Type_A,13475.32989,81.38641022,Enterprise,Silver,Premium,1,3143.065061
Site_649,45,Type_B,15333.27953,66.84353009,Small Business,Gold,Premium,3,1283.948038
Site_650,18,Type_A,18099.84374,14.49697984,Enterprise,Silver,Premium,2,4833.012354
Site_651,19,Type_A,14544.37031,79.29241908,Enterprise,Gold,Compact,3,1290.108999
Site_652,35,Type_B,16416.82306,92.88417148,Mid-Market,Silver,Premium,9,1299.010639
Site_653,5,Type_A,7401.074524,93.09924074,Enterprise,Silver,Standard,9,4618.252121
Site_654,7,Type_D,11923.36212,5.92154795,Enterprise,Bronze,Premium,2,2593.424449
Site_655,20,Type_A,5139.974297,49.3079562,Small Business,Silver,Standard,3,784.3472567
Site_656,27,Type_D,8700.182968,59.05879282,Mid-Market,Silver,Premium,4,3191.84375
Site_657,15,Type_D,15896.92573,18.9121419,Enterprise,Gold,Premium,9,3208.218569
Site_658,16,Type_D,19877.14927,16.41740721,Small Business,Bronze,Standard,3,790.2534141
Site_659,14,Type_C,6487.671494,66.78089669,Mid-Market,Gold,Premium,7,4876.35123
Site_660,36,Type_A,11022.41474,30.63819425,Mid-Market,Gold,Premium,3,2948.134844
Site_661,20,Type_B,17001.06453,22.88771841,Small Business,Bronze,Premium,7,3019.08075
Site_662,12,Type_B,8060.534519,34.53493131,Small Business,Bronze,Compact,7,2840.519365
Site_663,42,Type_A,13326.27424,84.84049252,Small Business,Bronze,Standard,9,3248.293008
Site_664,16,Type_C,15996.06944,12.41169165,Small Business,Silver,Premium,2,1689.348887
Site_665,28,Type_C,14239.78175,46.09054473,Small Business,Bronze,Standard,6,1792.586066
Site_666,32,Type_D,7820.371019,71.75275736,Enterprise,Bronze,Standard,9,2801.025904
Site_667,12,Type_A,10330.76853,57.47718146,Enterprise,Bronze,Standard,2,4130.086346
Site_668,32,Type_A,16756.87677,96.24289096,Mid-Market,Gold,Premium,2,724.3905942
Site_669,40,Type_B,13313.39771,87.21331988,Enterprise,Gold,Premium,5,3215.318955
Site_670,30,Type_A,5078.444203,23.44532495,Enterprise,Silver,Standard,8,4130.501641
Site_671,12,Type_C,16414.8614,99.99883652,Enterprise,Gold,Compact,9,1206.127724
Site_672,32,Type_A,5529.670324,58.34341715,Small Business,Silver,Standard,2,567.6014389
Site_673,32,Type_B,16186.00674,47.74898189,Mid-Market,Gold,Compact,5,1907.209828
Site_674,41,Type_D,8037.208402,94.536558,Mid-Market,Bronze,Standard,7,3146.64668
Site_675,45,Type_B,19371.1022,2.692183703,Mid-Market,Gold,Standard,6,1122.27428
Site_676,40,Type_B,10519.11127,77.38746688,Mid-Market,Silver,Standard,6,2417.550669
Site_677,31,Type_D,9903.974245,69.58012804,Enterprise,Gold,Premium,7,2985.446738
Site_678,21,Type_B,7233.320755,69.60574877,Enterprise,Bronze,Compact,3,3194.973926
Site_679,13,Type_B,9584.063232,76.95833379,Small Business,Silver,Compact,3,1734.852745
Site_680,37,Type_A,18149.76143,99.85261779,Mid-Market,Bronze,Standard,9,2300.133362
Site_681,24,Type_A,19945.01506,27.06552059,Enterprise,Bronze,Premium,8,4002.526531
Site_682,17,Type_D,10524.64296,3.31545002,Enterprise,Silver,Premium,5,4735.466124
Site_683,32,Type_A,11729.15946,77.57065167,Small Business,Bronze,Compact,6,4378.46149
Site_684,33,Type_A,15831.06407,33.69528082,Small Business,Bronze,Premium,1,3039.275758
Site_685,17,Type_B,18292.93671,25.8103673,Small Business,Gold,Compact,1,2346.317613
Site_686,39,Type_C,13895.66501,15.15746209,Enterprise,Bronze,Compact,4,1998.304765
Site_687,10,Type_A,10872.88547,57.7370803,Enterprise,Bronze,Compact,2,1062.304547
Site_688,22,Type_C,11189.32761,69.70690944,Small Business,Bronze,Premium,7,979.4806125
Site_689,9,Type_A,15434.2722,67.4704866,Mid-Market,Bronze,Compact,2,3597.609312
Site_690,29,Type_A,5048.273954,28.73786669,Small Business,Silver,Compact,2,1669.074873
Site_691,6,Type_D,14293.84006,18.32205335,Small Business,Gold,Standard,5,1645.977589
Site_692,14,Type_D,10332.39516,81.83860322,Small Business,Bronze,Compact,4,4991.877745
Site_693,34,Type_D,16912.95997,62.90589918,Small Business,Bronze,Compact,8,1345.66681
Site_694,49,Type_C,6394.859597,9.805980325,Enterprise,Silver,Standard,4,1166.268918
Site_695,9,Type_B,13823.034,19.33064803,Mid-Market,Bronze,Standard,6,944.0835249
Site_696,37,Type_A,12214.59335,1.514159724,Small Business,Silver,Premium,5,3109.124053
Site_697,5,Type_A,14634.88289,24.57517403,Mid-Market,Gold,Compact,2,3325.387217
Site_698,22,Type_A,5972.803917,60.6804799,Mid-Market,Gold,Premium,8,2143.525668
Site_699,36,Type_C,13699.75681,40.9362166,Mid-Market,Bronze,Premium,2,2909.36001
Site_700,15,Type_D,13422.26882,33.89857458,Small Business,Bronze,Standard,9,4047.797889
Site_701,25,Type_B,13409.90142,92.15441837,Enterprise,Bronze,Premium,9,4181.468757
Site_702,30,Type_C,14052.315,45.55030409,Small Business,Silver,Compact,3,4810.604341
Site_703,29,Type_D,15147.01906,29.06791715,Mid-Market,Bronze,Standard,4,4209.205937
Site_704,26,Type_C,17074.835,83.2678696,Mid-Market,Bronze,Compact,8,3041.786465
Site_705,31,Type_B,9047.310802,21.93682826,Enterprise,Gold,Compact,9,1308.456346
